Episode No.,Reward
1,3.528104691935328
2,0.8504397300176546
3,2.057726594777894
4,4.63216233825254
5,3.935617233432767
6,-1.703929193336782
7,2.200928714750427
8,0.048162776387060346
9,0.19456480267854845
10,1.2723248234256168
11,0.7893402751538361
12,3.459925460041238
13,2.1235792096924833
14,0.894979105667361
15,1.5894808514557637
16,1.419228353996654
17,3.7901631588465405
18,0.44181379828293454
19,1.528391042399547
20,-0.7558105262224972
21,-4.103473366003997
22,2.35986876982809
23,2.831629289949588
24,-0.3314478352990995
25,5.742516766772208
26,-1.655598517117329
27,1.3947751799663006
28,0.9790157585949493
29,4.469067200646739
30,4.392351625013602
31,1.8136542498900732
32,2.3102097509837956
33,-0.17156147019756895
34,-2.3074575981019896
35,1.0084363529767675
36,2.0670839031202406
37,4.2650926396509306
38,4.259396289047519
39,1.130108269946
40,1.3502817168944414
41,-0.09209339880586453
42,-0.7848980297464219
43,-1.3072772233552885
44,6.056939261641524
45,1.1862094209578458
46,1.379490494521988
47,-0.1998263090722836
48,3.910870435974597
49,-0.8217806575219182
50,2.0306597904492554
51,0.7153325417730496
52,3.330195973162133
53,1.5849060155890708
54,0.2953772357652005
55,2.6504024606159233
56,3.6135559716372763
57,2.9400519886259846
58,3.4620866526224194
59,1.6386239830641378
60,2.231911151734997
61,1.662597901440579
62,2.338537787194606
63,1.481476859469989
64,-0.2946704678212484
65,3.562872334632819
66,2.4545834909919972
67,0.047873982759639944
68,4.283960501026486
69,1.5939245744916608
70,3.5625374081336307
71,4.966953054179635
72,3.816863064622591
73,5.887823925477578
74,1.1894962289668798
75,4.513956465312491
76,2.389778314359975
77,2.0679295111600458
78,2.701949793278186
79,3.28666937183548
80,4.0722304338329245
81,1.6797253810899284
82,5.861803349848223
83,5.041600568683977
84,1.0879136299518182
85,7.187030703380673
86,8.052429981133848
87,6.668336084675191
88,4.001052584014396
89,2.2695223259012205
90,6.570056336067786
91,3.704924301542362
92,7.006293649536785
93,5.028078778208858
94,6.6149322083057704
95,5.424512242970358
96,6.175051098288658
97,4.833030116629611
98,8.433896376282847
99,5.166104887161625
100,5.766384741926998
101,8.778832722433311
102,2.367138519319117
103,2.571811957915751
104,7.101700684486448
105,2.866785771225314
106,9.150400266035426
107,4.486045246500555
108,3.8684988984217425
109,9.259417887547235
110,8.424688730738522
111,9.248902382006023
112,7.375999090986861
113,3.891583717609893
114,9.484290307200574
115,5.1782789723829525
116,7.369323819161712
117,7.709040276399626
118,5.55464146795367
119,7.142945708110707
120,7.809325623834808
121,6.767888656296221
122,3.866361326099781
123,6.711764568963489
124,8.818185327208647
125,4.826403127655063
126,5.96639507974566
127,5.445482370240936
128,10.064442243926102
129,7.760629614275497
130,7.281089086016054
131,4.976458577926409
132,7.644914422683885
133,5.267876032068706
134,6.730327783215368
135,5.445099823192113
136,8.119783883126082
137,7.970224239746172
138,6.450570408643508
139,7.709306658405996
140,4.781295528904903
141,4.035028674237911
142,7.946452575461404
143,7.451141476960597
144,8.43798267328296
145,11.984334662509838
146,9.15712940004599
147,5.492651288460053
148,9.602453628823284
149,4.786731544891744
150,6.545502469568577
151,7.38231378183194
152,10.995607749063144
153,6.129537974950739
154,6.016295855012798
155,7.522393196763169
156,6.442466986173028
157,10.072820716393466
158,5.709811168736811
159,5.624862193924662
160,7.094284722541207
161,7.023985223928673
162,11.929239546230463
163,10.01914236573122
164,8.34552854793329
165,5.7696803407857775
166,9.959402644532418
167,6.320371310233401
168,5.281385124740515
169,10.797112216283551
170,9.105063168711855
171,10.363020905707
172,9.208883877314614
173,10.335215108517161
174,7.369628011394693
175,6.653318827709266
176,10.135118861124656
177,7.215235809496929
178,7.493080895627418
179,8.01124075737634
180,9.00738939574435
181,8.314568568470474
182,6.322779117424613
183,7.835570211878078
184,4.726126026378213
185,10.47352054616465
186,6.069067646179988
187,7.11454159181979
188,9.477763742481848
189,7.944432904460482
190,12.559713401339787
191,6.938095704362627
192,10.108036575791097
193,9.545494513920948
194,7.337998468176753
195,10.770864098005863
196,9.431343427781067
197,11.368142505936106
198,11.521695024719442
199,14.251283928636568
200,12.647993242231179
201,9.286698980756716
202,9.59642961477296
203,12.324632474982245
204,11.485966057936423
205,11.505826961969621
206,7.041777134435975
207,10.27716228754298
208,8.899878031212682
209,10.985914360993744
210,10.27988969690456
211,12.346673605658868
212,11.210877533139495
213,12.199222340258052
214,9.743853535851422
215,8.837924530770016
216,9.956842969484626
217,10.79302684145005
218,11.635496453566304
219,15.445936197121052
220,10.892929305701271
221,9.11567892132021
222,10.385730684190198
223,10.200627599579992
224,12.14090780970231
225,8.146476146549347
226,11.404719477122468
227,11.641333877935763
228,11.842808187688771
229,10.233939290640702
230,11.002853282382622
231,8.68070023717278
232,10.592307601696664
233,10.543349729670824
234,12.511298087510319
235,9.41695844462685
236,13.34184482497387
237,14.818543023819831
238,7.739729198093235
239,12.78234202295971
240,13.333765944747206
241,10.755201136865466
242,11.285656872595538
243,11.86456465936243
244,11.584869369016092
245,11.61255050300851
246,8.92869414172601
247,14.635490197235413
248,14.540189565026022
249,10.804349175827182
250,9.548354351913769
251,13.57345807370752
252,11.42987769445908
253,12.915485274009981
254,12.043047426361438
255,14.11490707607521
256,14.171453174530056
257,11.380885443574083
258,10.11547760299435
259,9.766454032397505
260,14.203214898565287
261,10.654862938066026
262,12.069074058319917
263,11.940204003299485
264,13.077822800944615
265,9.360523095073903
266,13.660765213637783
267,14.381115381001743
268,13.560302820705864
269,12.811811616502807
270,13.678509605720523
271,14.331927277746425
272,8.038774386896073
273,17.54590982953397
274,14.464397171691642
275,12.429518674824957
276,13.002554402507002
277,14.822070020863789
278,13.652503901379887
279,9.87346815716884
280,18.113948128733675
281,13.8140064048333
282,16.125558456013053
283,12.751238650295878
284,17.258217767639465
285,14.808276350215637
286,15.503401954665186
287,12.245332866703585
288,16.8082554916461
289,15.815726554633486
290,17.089907997977114
291,13.280165732847166
292,13.624411928491957
293,19.244424874064624
294,12.566685146536855
295,14.464942703906516
296,17.060750143751754
297,15.032542667259284
298,16.05312540461937
299,14.138445299870238
300,15.727580447374235
301,12.424540281491772
302,18.403980657481988
303,14.901516521271683
304,13.827613516818328
305,16.570861402159068
306,14.366780976601339
307,12.669828921856146
308,12.695036166349752
309,16.826142796608334
310,15.169574928218744
311,15.271443998457608
312,17.74446004303022
313,13.385446126847414
314,14.22786755191446
315,14.969588752564766
316,15.978176862844673
317,15.755256094912577
318,15.315949925997126
319,15.816596819868856
320,15.775364384761007
321,14.60089147352298
322,14.464239586801618
323,16.689383592640862
324,14.408646024485133
325,13.92589098537769
326,15.666142314791221
327,16.025518097998184
328,20.90442443820544
329,15.03170220517976
330,18.377749520114428
331,18.03573005186791
332,14.21358878633438
333,18.18810996483026
334,14.323968042921635
335,11.423510160597996
336,18.004618998593447
337,13.330324096282455
338,17.79409950005293
339,15.574334094249878
340,20.311582795387263
341,19.179625314922742
342,16.18596022187116
343,15.767181920799779
344,14.764827649952109
345,16.361262504838376
346,16.73252209233775
347,16.613971307206604
348,17.706891419817907
349,18.60065201801415
350,18.193043249825944
351,16.015571801309918
352,14.718402014802859
353,20.373173971894165
354,16.315337219872553
355,16.4397737023856
356,16.752107590936625
357,14.158472428508755
358,16.93878883402429
359,16.985550527372574
360,19.235704065358703
361,19.442027080169556
362,18.102779873410633
363,20.00906015674991
364,18.875418689407034
365,18.21424981188261
366,18.617595684967373
367,17.964557674491335
368,17.60629094687044
369,17.910648214432616
370,16.240217938563745
371,19.10724932541956
372,16.610244006211012
373,20.329879069500656
374,18.197824694314694
375,18.84585713121998
376,19.784666033764918
377,20.133746724612074
378,15.755996290502518
379,18.533561068724687
380,20.7578515584974
381,15.651407408754539
382,19.87230531169238
383,14.636741215381083
384,17.152981300197464
385,19.325381404432253
386,15.984815409391178
387,17.377349451949996
388,16.454826225674328
389,22.74489141829983
390,19.827202378142587
391,20.683452736156465
392,19.153647292704026
393,18.942259309503143
394,16.466299742998686
395,19.165698708088232
396,18.27651432324392
397,21.56547190873505
398,22.18195310674873
399,22.883032117865145
400,21.705103878922465
