x_col,y_col
0,41.29778578443671
1,27.33798956733051
2,39.67665151606385
3,40.29738263836153
4,42.0406619026533
5,48.17652245007503
6,36.58301756137056
7,35.77744568439103
8,47.4213257941173
9,42.03967844654501
10,49.66628647597979
11,33.50937798624887
12,43.91106028654352
13,33.702081552609044
14,48.51772785291744
15,43.0712459931673
16,39.61210242215981
17,43.50157760740703
18,24.775715941976063
19,49.44772613783302
20,42.86392410514428
21,33.852289432660385
22,42.120239669831335
23,36.200553457687036
24,46.37656552482199
25,43.29702327560523
26,43.96955601533724
27,44.20952402773675
28,38.23512209229633
29,43.663708378353135
30,36.235196047421404
31,30.964734272186973
32,32.70625634723847
33,36.43976151334595
34,32.90812649371827
35,39.524771420831826
36,34.732673893773864
37,34.75017606529554
38,34.052703454100886
39,42.83771101095135
40,34.17867044625385
41,29.708984168695167
42,41.2222435706625
43,44.821199086251255
44,31.867962272184435
45,37.81026776937782
46,42.90109795385597
47,39.71099842328673
48,32.506417158775754
49,35.076721550331655
50,34.352043044663496
51,43.92565722729465
52,41.359446063569656
53,37.354787984072175
54,44.67768683585564
55,27.519367144686893
56,39.01071729402891
57,36.97180922680626
58,36.27458719525016
59,41.27722301663651
60,47.062906575943806
61,39.74599175099887
62,39.57056718290762
63,41.77082787928514
64,37.88783549068126
65,38.62138725177591
66,41.64233968805751
67,41.00335694892088
68,32.91803409930856
69,34.3299886940824
70,48.419006099195485
71,36.64906822989314
72,44.37587244431277
73,30.21613619435437
74,38.9523144377167
75,39.42195648177851
76,34.71258115704863
77,41.92171063692789
78,39.44808414611813
79,37.22065283120291
80,33.95266276988599
81,42.46907535215715
82,46.56720498113994
83,43.88219569907898
84,45.70311422485903
85,48.26584737494476
86,45.69436427448594
87,40.83611460389219
88,39.93692148849802
89,40.037368576038865
90,36.85599853737044
91,36.68517014672132
92,35.59922438493171
93,37.42576421855244
94,35.576171306595306
95,43.93120154986005
96,32.87574861246099
97,36.30066642547178
98,39.11188911445053
99,37.2259467032004
100,34.59187463963795
101,41.08188731766054
102,46.05893664699692
103,42.87811392328073
104,40.219084199918825
105,38.62663098837759
106,50.65464668194199
107,37.53155066899259
108,42.11222950896649
109,46.71506973219056
110,49.5027165094902
111,37.0538952599497
112,43.034830753148846
113,40.125371113957776
114,42.53945691352578
115,44.326584949986206
116,46.31557866483888
117,42.60654299582026
118,46.00934155918525
119,41.46461784562415
120,37.427978369061144
121,48.37714386491362
122,45.2510744932408
123,39.08706440768338
124,50.27506630964689
125,41.73551057789405
126,37.77119238357285
127,41.164378049276905
128,40.31373755456878
129,42.235068974792334
130,45.71915061979754
131,46.22015159822314
132,44.21949777091572
133,40.099772126849174
134,43.76315417082068
135,46.184976238639614
136,47.703279693427014
137,41.82454924571888
138,39.960888085687415
139,36.95753437544869
140,35.216847000152995
141,33.23243053175758
142,33.37023714247348
143,37.3795411698214
144,42.93461090627343
145,42.33556202243574
146,41.333749104805136
147,47.10373522869717
148,42.408319000997906
149,36.23762083999511
150,39.541427118058884
151,48.44338726343112
152,42.939921463491544
153,42.80858822948878
154,39.486976560458785
155,41.66910969766335
156,39.80705602870959
157,45.95746134693171
158,39.8801966403514
159,45.94228958565581
160,41.92200029818225
161,44.44302944399602
162,39.823542160394545
163,36.7272249179363
164,40.07456910587629
165,43.21356272417222
166,42.01887467118221
167,41.119350760109356
168,33.25944256725502
169,43.801150401946515
170,32.118145845619885
171,38.8284692331432
172,34.548210775808606
173,37.62979001150281
174,40.718921243059484
175,42.7693947325681
176,49.00262002337133
177,43.14481270902888
178,42.178896855406606
179,28.974788116736583
180,37.54116609537755
181,45.891425303965
182,36.01797308709192
183,36.48400017368164
184,33.2471927329406
185,40.45674088625412
186,36.53062465259479
187,44.223009673353445
188,37.66010788655308
189,39.93408796482944
190,49.54236607160189
191,35.800247973658
192,40.82960693694169
193,47.83403651661861
194,37.886081256163386
195,53.40659207034095
196,46.544950792971584
197,46.57707826453132
198,44.43192447847842
199,35.651736697161404
200,35.960540853499275
201,41.29939172092324
202,43.83102796294389
203,44.03238747983959
204,47.98641984852278
205,39.380649987252
206,43.67742745487774
207,40.67952150917637
208,34.359232452385584
209,32.54671359785053
210,33.12243507940777
211,40.28557087343481
212,32.479187933973265
213,42.38814152516883
214,45.33701005423686
215,41.970536612734975
216,47.56626540917964
217,25.390094406695596
218,35.7885634536766
219,44.62823874498946
220,43.668670714371586
221,33.962756493855615
222,44.04987261605025
223,47.78074225916511
224,44.452363467779705
225,40.1165198252218
226,36.18586355833669
227,33.25888841899048
228,44.469978234319186
229,38.98236848760742
230,53.60263607727036
231,31.60029400567712
232,39.3987973110686
233,40.28706388151463
234,37.850169518639916
235,34.020470193181225
236,42.749139619957106
237,50.3526326994361
238,29.861652116116407
239,36.576650397921355
240,34.59285758441989
241,44.826143754300034
242,44.515096928686845
243,42.103625989535836
244,40.487517966017975
245,38.51838998376234
246,44.250908404399595
247,42.17238865376604
248,45.29301970127417
249,41.31690955033216
250,35.43261661088097
251,45.3859785885962
252,41.552374199690775
253,42.84186695791205
254,48.04399635791456
255,42.332101514008905
256,38.636194714689864
257,43.46194966407029
258,38.70356407139843
259,30.480727811804964
260,35.33609964915856
261,36.46065340321129
262,30.612649884470585
263,50.70932151977067
264,36.92883178981486
265,44.87497997784706
266,35.28111414486039
267,35.804601971418826
268,31.065480150225213
269,31.931019895666736
270,43.325728362964654
271,46.791283198341205
272,33.18209791914462
273,39.54089837877106
274,39.6505183325133
275,39.22104811979302
276,41.71715075977742
277,45.800720167685704
278,33.17460215569093
279,35.302948262649586
280,42.014407955215944
281,37.62125326248758
282,42.526503990943624
283,35.228692981211026
284,39.9538756303185
285,38.24777673727293
286,41.97322096869937
287,27.202930534378794
288,46.181324431596664
289,58.85397766547475
290,44.75292581229819
291,37.24413255350346
292,43.271295472823304
293,51.69578546010668
294,33.06357782117054
295,35.873514808930885
296,46.461860778278194
297,44.30776931897025
298,32.24511868756973
299,49.83513268003031
300,39.94515144561345
301,41.448364355985
302,38.584066486188256
303,38.56818965472249
304,43.117570672567794
305,34.73078592760179
306,44.62091093900442
307,41.34222340849066
308,47.93401830801082
309,37.32708128903349
310,41.179778397370136
311,34.46637142276252
312,45.07127597962008
313,44.2949702750759
314,35.371963166403944
315,39.302386480182115
316,43.592601873480405
317,50.33918435542182
318,41.943771974245884
319,38.53875757933701
320,46.27267787462961
321,39.64533613000604
322,37.48155622287255
323,41.74005304606011
324,38.18870631654658
325,33.37088752266005
326,38.298806625071066
327,42.23448388981442
328,44.16889495594063
329,46.151866678604804
330,37.61438513080489
331,35.9645101925584
332,41.76482915252612
333,40.97959613417709
334,38.13355194235424
335,36.7789821606004
336,37.73565835899133
337,40.412285782225155
338,34.37030649651227
339,40.055476425254355
340,40.75646929104602
341,37.17459864125883
342,38.804278199944484
343,36.114469640738704
344,34.6912210581062
345,40.094736308967754
346,36.52328201033224
347,39.33428359821171
348,42.84496046252271
349,36.62917283439653
350,43.003033550380835
351,40.44380968137124
352,40.120541997585896
353,33.63652895067867
354,42.82762909379171
355,38.167533186851216
356,44.102264396112915
357,39.4923783429124
358,42.28571532982801
359,41.81124897965722
360,42.682609520559744
361,52.91762560049098
362,44.04313417449124
363,40.17603102616005
364,50.26150951894735
365,47.448919150783084
366,37.62029575004725
367,39.279467854845194
368,41.03023533833142
369,41.7612437712607
370,41.04932780334151
371,43.08372641675017
372,39.100376089250126
373,37.84741838757825
374,35.210660435611636
375,37.652455521327354
376,40.44731849350827
377,48.04736646000384
378,40.93031203426084
379,38.295210538282355
380,44.88007713314609
381,41.906255532472585
382,36.82924551088076
383,35.45144123089397
384,40.511563054251226
385,43.76868302487055
386,46.01005550203192
387,35.35508094707703
388,40.18473419019605
389,40.88978923819871
390,35.68005578142491
391,39.45481447286519
392,43.40222771372012
393,47.49435719161802
394,50.381924156132726
395,45.94929663170797
396,38.614248420741745
397,38.28126356738431
398,44.21386182514167
399,39.32757715696309
400,41.77552534788478
401,40.28785757144354
402,41.63789839330441
403,39.9625067136543
404,42.573142702550996
405,40.93623643673993
406,45.95560369586308
407,42.412081460285435
408,39.39382931462863
409,39.92952513678054
410,40.633603676954124
411,38.913782860992015
412,39.40156923226848
413,36.785882425443255
414,37.16126586475914
415,43.021782773564134
416,38.584347297069364
417,31.963063294618344
418,32.3577489185211
419,38.84017604523594
420,51.61789902544682
421,37.34454300368699
422,41.61565922064803
423,40.84259705033353
424,38.223660910706265
425,42.920017201466344
426,43.00387934324644
427,39.25540846682864
428,39.968800994917714
429,38.779416482191394
430,41.715766199244285
431,36.85494304773651
432,39.892332196286056
433,44.72645216508434
434,41.44820313114009
435,33.67717137632962
436,38.58123815021895
437,35.5884787902194
438,33.452844181880394
439,40.812098956186794
440,42.09466575622396
441,33.839651112615876
442,36.2243231822604
443,40.8998053915663
444,41.19309774643792
445,45.640025636771036
446,43.604830358955574
447,35.795385903824716
448,36.6974885093461
449,38.68359694537134
450,42.18022956627538
451,44.87633123659736
452,37.40221706238502
453,41.44324119325664
454,40.203261992646
455,42.96912720393783
456,35.21837729445381
457,42.63698000698568
458,41.797416333948554
459,33.297068260429484
460,39.70644013874307
461,43.33982830464575
462,43.54673295134877
463,40.6476996838009
464,37.86036580461662
465,41.26346272188068
466,41.53974169970783
467,41.58313468679578
468,36.546479022419625
469,35.76439001907964
470,33.9128920933796
471,39.94270176449829
472,43.7642562580748
473,32.43690058810966
474,42.855914914865416
475,40.943076888937654
476,47.8820257461533
477,42.7015213255776
478,33.467820915965845
479,35.30255114910767
480,46.43155486039676
481,44.91189306852259
482,41.19628480663756
483,42.27247211330779
484,43.85027147352308
485,42.58352251888625
486,40.59168375778163
487,39.58870646978685
488,36.44493590583778
489,36.58378893910205
490,43.21111800149755
491,40.042135407267295
492,43.301587665714734
493,31.63484466358979
494,41.62247356066137
495,42.88672966340308
496,43.02614693847895
497,34.6198528393646
498,46.51217968880225
499,37.219514058112125
500,41.74077807286099
501,38.95683086746711
502,37.958694340459886
503,43.45178675614216
504,35.73598303919831
505,51.827420187015754
506,34.927881621928094
507,42.620787001677265
508,38.50396698703641
509,37.423962740600565
510,35.82586392449071
511,41.82165576666859
512,30.993097970441987
513,35.1883771908116
514,48.882940162897185
515,46.03396267331335
516,39.39198652719619
517,33.79784478727602
518,37.702002054529636
519,45.93172278211491
520,41.09678867263219
521,49.28440805280755
522,37.21423067745771
523,42.74415308000683
524,33.16051828342727
525,41.12201092517209
526,49.996826859412835
527,38.168414964702656
528,46.60132141483264
529,45.34794132633984
530,49.7754537651804
531,41.328445902837494
532,36.04545633736713
533,40.18563955841801
534,40.336659193368504
535,28.91909766878655
536,30.046265028185104
537,36.0201202172248
538,36.955343931944796
539,45.544879773511
540,40.20478531759633
541,44.88498609415461
542,43.45662959721467
543,38.25999137259161
544,40.443169317156304
545,34.25859884441948
546,40.3302317037509
547,33.196142827277065
548,43.7370924850091
549,49.44687986270201
550,42.23998247748523
551,40.69301156023372
552,34.76500094506556
553,50.159571833677674
554,42.68173159086657
555,45.14220132282448
556,45.094120530642144
557,35.39684878997008
558,36.0465597782354
559,39.9978980314665
560,40.88906868574841
561,39.823792504593044
562,37.36635391696113
563,42.833523952529795
564,43.37270932439821
565,42.07808323391902
566,34.026639496528055
567,46.193066606164116
568,33.16285289982389
569,45.15529864236257
570,36.709729446843134
571,38.90144944472769
572,42.424239705010514
573,32.81960597208414
574,44.095773298859086
575,33.35005889473045
576,34.19750565189177
577,40.67396332155339
578,36.95466803231696
579,42.8296702346383
580,42.08423325315616
581,44.10618453154186
582,40.014396520201565
583,37.5267063614886
584,37.78223557622153
585,37.00938690278362
586,40.42961640888343
587,42.231372382114145
588,30.478730187979274
589,38.0496615686098
590,42.31580209787804
591,45.46569244273745
592,35.221916540925484
593,49.531760427935
594,40.41895041735493
595,42.20115303462349
596,45.660354675383374
597,37.03880219452193
598,36.05311663687917
599,32.695311381116646
600,38.24410938717281
601,40.407540186550854
602,34.18997430262711
603,38.23821061879533
604,46.503358217137176
605,39.6713144068754
606,41.87275810576772
607,42.31728773688532
608,42.78570504654885
609,43.196892089400706
610,39.89384810246335
611,33.99385257923665
612,42.12968784721023
613,37.91826797534551
614,36.155124835795284
615,37.3976296270901
616,44.42609307165542
617,32.923799881927664
618,48.6815942525858
619,38.93057100619364
620,38.4849850892254
621,43.52734340359035
622,40.23560827323301
623,29.2321827049418
624,43.87015697675726
625,41.08492197209994
626,36.736485179864204
627,38.19532854621163
628,34.52826176908045
629,39.37280630494265
630,38.96408205308211
631,43.18390793623671
632,43.12751368888637
633,38.332977183663026
634,30.30514297138819
635,34.585266911567686
636,42.50878817295392
637,38.60301292008296
638,35.53052757643395
639,38.20970710506169
640,36.93083140622545
641,38.95127887609049
642,36.22196132473276
643,45.71074360512897
644,36.45756578974772
645,39.60029242582494
646,32.224955001973036
647,30.84812611333911
648,50.0040122282228
649,45.378184372977245
650,36.13812122936386
651,34.58579788241937
652,44.876817092735145
653,40.796072289236044
654,39.15513219879181
655,39.17353297062474
656,46.334348082351354
657,36.616945876841804
658,41.005442073784394
659,45.161456882279005
660,38.12925110787742
661,37.895285513013434
662,47.40533375790847
663,42.595920829315936
664,37.24795743262697
665,41.44096137700954
666,45.72775839744706
667,39.40653537335607
668,40.19683666612461
669,35.64959937029221
670,35.93056225789117
671,32.16661936856495
672,37.50456659746377
673,38.41172400942168
674,38.807937260719626
675,36.62034002288937
676,45.12619522598503
677,54.811657871598435
678,25.041812193979673
679,30.422921613175134
680,34.404450266732155
681,43.636110778240685
682,50.074251060780384
683,42.330772967997824
684,35.57123649950084
685,36.88970181887927
686,43.049595927726806
687,36.45150862989807
688,40.31291521172765
689,46.72248101342414
690,39.60005976566122
691,43.882306621474925
692,47.32745327762022
693,35.786763972195615
694,50.645144499040185
695,36.37482609631533
696,44.306392504709166
697,39.65804217264911
698,38.99225433589764
699,53.152405150539764
700,34.425139493633395
701,41.63190993822583
702,42.005003989367026
703,50.45806841016525
704,40.95401861948981
705,37.49711973508538
706,43.77506719721574
707,39.60509674197249
708,41.06221515129431
709,41.524776798559174
710,40.97950833785019
711,34.75376998137891
712,40.46487841476859
713,44.29962696085133
714,40.215932492001876
715,35.68999675824797
716,45.7800443435583
717,51.9335933817793
718,34.7699374526355
719,38.99194066445285
720,32.27469616745776
721,35.38128145524095
722,43.629015753431986
723,41.578644083054094
724,38.285777266366686
725,40.12344949349358
726,40.07821898455783
727,31.36614315145804
728,36.357732390698686
729,38.16793674186741
730,41.91230667066743
731,30.427235874949478
732,40.500636793991575
733,42.75170621702852
734,37.52784475441139
735,37.89488571551576
736,48.52490705050005
737,45.834419022693325
738,36.584471064399516
739,41.74143617739846
740,49.48784166720675
741,44.65968469840746
742,34.873983046672016
743,41.540333086884864
744,42.39343594975365
745,45.24161956155436
746,44.99748488841337
747,35.5328878032635
748,45.07899451691992
749,37.214119426074454
750,36.14849894637772
751,39.21778457517909
752,45.564743103255175
753,39.19973200399926
754,43.09662086872747
755,39.735891595460146
756,38.707347215124564
757,42.9805332965959
758,44.35287697999511
759,46.651536390027545
760,43.127475969199295
761,40.62495142482025
762,36.92094785025639
763,46.79509346719899
764,51.72421254593115
765,41.183470039393875
766,35.45553906842966
767,43.89484348097594
768,46.81228928588762
769,35.45714040408105
770,40.36036998028944
771,48.46377015561269
772,41.24327328066869
773,42.42579819986513
774,36.47767835714298
775,41.62600080215537
776,40.271423908935766
777,36.12590328583758
778,40.596925754514864
779,36.77500785603596
780,38.35782315972972
781,39.128081770171455
782,44.34229278194324
783,41.73060567711425
784,47.98808471228609
785,46.56602836570083
786,45.16139115411784
787,36.8335571275537
788,32.57925046851026
789,40.77642304227311
790,40.043020786616374
791,48.19029214502053
792,39.10375103821441
793,37.10256988745006
794,45.99521181488909
795,54.55086753945977
796,30.64158348391905
797,34.96023454582732
798,39.616127192140716
799,38.70778520277367
800,50.254393747208574
801,36.55721418991151
802,39.72545322186631
803,36.998688920972796
804,37.61416848487248
805,35.754249426197184
806,34.8064890245745
807,42.46438233775809
808,46.233951045962925
809,51.154695261968314
810,38.56114832946294
811,42.9317110044683
812,49.19786925229026
813,50.23474962903545
814,47.20886223591512
815,50.641926501818325
816,43.0982983913175
817,46.277682499392235
818,33.936904070965895
819,38.523434056459436
820,35.16256463904746
821,47.78028337716469
822,45.582505317984214
823,41.58074058607167
824,45.17575894003433
825,32.397382796574725
826,34.93658952574178
827,39.08755416844105
828,38.124199936826535
829,46.701479334205914
830,33.38944702906582
831,51.96408407138133
832,31.74138082305695
833,36.71619981234011
834,37.42700186559488
835,44.071532492170064
836,37.62833651192685
837,42.677698497493886
838,40.979778622954235
839,42.74717138199053
840,41.513680311315504
841,45.3785926739091
842,41.06831619847868
843,43.79874137946467
844,46.06715672431759
845,40.67500216883332
846,44.055469427373396
847,36.13897058478945
848,35.96789569357905
849,40.89481527963062
850,42.204361620756146
851,32.18764680196945
852,31.842081317242794
853,46.35997191207477
854,37.58607673484823
855,42.47792343537184
856,43.85554886081906
857,31.555608025435877
858,38.53559087595825
859,44.582341778151076
860,38.39887005097906
861,46.38550675117714
862,39.95432309182273
863,35.21496254050384
864,30.952980028974636
865,37.37211949725922
866,40.71489105332893
867,42.09311115323638
868,42.64934202686871
869,35.56449894615012
870,30.683676343251037
871,46.660351498098485
872,39.309746225204584
873,32.25892133939249
874,42.188990792903454
875,41.062781724891
876,36.23430853064901
877,30.61647280160235
878,38.14178981208841
879,38.59881125430918
880,37.41455642099195
881,30.987217585737874
882,36.32920047064099
883,45.70072252204345
884,43.06627513464439
885,44.69828152626639
886,40.19120976909636
887,44.162356899979166
888,30.91424622667786
889,34.48553267313527
890,40.54259754046711
891,45.15685170883738
892,40.58011011471541
893,42.07841429634415
894,37.52038649235477
895,39.549200190132346
896,43.825998077621676
897,46.06529404621777
898,36.09288239733256
899,39.61220698499224
900,32.77728237147676
901,28.36975977733713
902,39.56008719539215
903,42.548280867424594
904,47.590920254358124
905,37.194471601284846
906,36.86891105790468
907,34.51907870693666
908,36.78947621688617
909,40.39389816294028
910,38.500517226591064
911,37.41421293781621
912,41.8722505398169
913,37.029889889274436
914,39.629239634247895
915,36.94120897906213
916,40.08450699802209
917,39.39326135433028
918,26.717218351603442
919,45.600185721871256
920,34.68203873043509
921,40.030502809069304
922,34.58997927726003
923,42.617549551597286
924,37.33494989485682
925,35.90714283137203
926,32.13775658920567
927,37.72565998508673
928,50.10204193545092
929,35.608984372566695
930,43.74723809799224
931,40.92759552638149
932,40.303250809572795
933,36.555453504202156
934,36.557845372986385
935,45.93044180204253
936,34.982086005570146
937,42.185148707261654
938,49.33567320363091
939,46.807167666293076
940,33.97959611178184
941,43.61133092463409
942,46.1293879527674
943,45.18081584765505
944,47.289344599489546
945,35.701582781589615
946,35.25401211965076
947,48.1662998479203
948,35.65285248185179
949,40.60474854474826
950,40.82560490471968
951,34.904487217020865
952,41.98352313174566
953,34.94669038384837
954,40.665487243804385
955,42.48662820710551
956,47.928457567720464
957,44.976528526243925
958,39.90970097133388
959,40.467201878606055
960,37.13970242536437
961,46.78761831834773
962,46.494782169523134
963,44.729797376142955
964,42.95727734334483
965,38.820245835732926
966,43.701758733582636
967,41.21502979894394
968,37.87830651714947
969,51.16301252317139
970,47.96171904745036
971,42.51106150513853
972,31.269187579782262
973,37.09997961090762
974,36.07750054392553
975,39.54316640207881
976,36.89714570462114
977,34.17941325937734
978,33.41723246984217
979,40.728634498256476
980,39.72653899324688
981,36.05234465343866
982,40.81857057534746
983,33.1510846053942
984,45.66168847570911
985,37.29348205586661
986,46.417633593654216
987,37.05396384536031
988,29.441033833195924
989,44.16358027191889
990,40.1695017097243
991,34.76985270337605
992,38.089818735103854
993,34.290905774022576
994,37.170699916191616
995,41.700534001741445
996,40.27143908284561
997,43.073625247239164
998,40.26169221793117
999,34.905504433032945
1000,40.66152111008406
1001,34.645978819685745
1002,35.587965311972205
1003,47.1896684245486
1004,44.48480487454031
1005,44.47069627854171
1006,43.3387289296431
1007,42.26399541906144
1008,41.55203768242609
1009,42.91109198020237
1010,35.10491234396149
1011,40.137147801947414
1012,43.22753627337044
1013,40.09597892751439
1014,45.86349650184432
1015,37.417356234080856
1016,34.31162221363653
1017,46.761210177511444
1018,40.027312443475886
1019,39.46735891368556
1020,40.830936121660436
1021,42.789407443737275
1022,35.7537436525151
1023,35.53535653265147
1024,48.183565904016305
1025,41.067841444873146
1026,39.98976986774567
1027,41.97175859774227
1028,38.33077894749108
1029,41.283234971386975
1030,30.753966780221514
1031,38.20096931058502
1032,32.33725502426314
1033,40.89509609776979
1034,38.217050009384394
1035,35.159883614691346
1036,44.10087132794697
1037,44.94251085713284
1038,38.62174377276899
1039,46.41637692204013
1040,36.917802487500765
1041,41.265778845185146
1042,41.28418519740138
1043,42.1222274423733
1044,43.48992605967816
1045,44.39094246650357
1046,39.91211174007588
1047,33.770903947516764
1048,48.58185780308363
1049,37.602429809806615
1050,35.99783950915229
1051,44.11355695593997
1052,32.36483349996939
1053,44.50252236339543
1054,42.83118412340791
1055,36.92063430102844
1056,33.390537616251365
1057,32.13923068206261
1058,48.65304263117196
1059,38.40196082914996
1060,34.41718143393626
1061,37.82091189741457
1062,42.34751983491155
1063,36.484180687342956
1064,39.96527151524789
1065,38.52618426745526
1066,43.57450655581429
1067,45.775164652593766
1068,37.908080995175894
1069,32.53794494559378
1070,48.127358004850905
1071,36.55985914427914
1072,49.798249682880815
1073,40.53482940377348
1074,47.52792878205138
1075,41.9613990579655
1076,45.10530930679987
1077,39.57567075994069
1078,38.42725680619572
1079,33.91147401848669
1080,42.50051736960642
1081,39.630124122323416
1082,36.92056218676682
1083,37.472650544669136
1084,33.811283798383656
1085,41.96050965112745
1086,42.105335425993545
1087,45.873901042335305
1088,49.06380614308418
1089,38.904542452083724
1090,31.08392846226163
1091,39.00314636079216
1092,37.0134148703033
1093,35.05954056648323
1094,29.253773004353185
1095,40.5573809955163
1096,36.97194288138257
1097,41.149748836784006
1098,34.824410604725514
1099,41.431233528120124
1100,39.32564763181302
1101,36.34269799788384
1102,37.36317771394868
1103,34.83654061022414
