x_col,y_col
0,49.48205092013316
1,50.81554176170533
2,54.08925329487834
3,58.1149933097568
4,50.19097045853472
5,39.09859407345852
6,48.44965533750134
7,50.96412457675786
8,50.22436966564502
9,45.473316670022314
10,47.69908285429543
11,46.032551862064636
12,45.16352741808282
13,53.349941770833794
14,40.161856413007506
15,53.09087308979028
16,55.27764798542289
17,53.9921378782904
18,50.37670268044856
19,57.56098105206088
20,56.167450583672675
21,51.04177127237966
22,51.20257881541149
23,46.759662218006355
24,52.40656893801595
